2021-10-24 17:09:53 | INFO | fairseq_cli.generate | Namespace(all_gather_list_size=16384, batch_size=64, batch_size_valid=64, beam=5, bf16=False, bpe='sentencepiece', broadcast_buffers=False, bucket_cap_mb=25, checkpoint_shard_count=1, checkpoint_suffix='', constraints=None, cpu=False, criterion='cross_entropy', curriculum=0, data='/mnt/Machine-Translation/processed/gu/gu-en', data_buffer_size=10, dataset_impl=None, ddp_backend='c10d', decoding_format=None, device_id=0, disable_validation=False, distributed_backend='nccl', distributed_init_method=None, distributed_no_spawn=False, distributed_port=-1, distributed_rank=0, distributed_world_size=1, distributed_wrapper='DDP', diverse_beam_groups=-1, diverse_beam_strength=0.5, diversity_rate=-1.0, empty_cache_freq=0, eval_bleu=False, eval_bleu_args=None, eval_bleu_detok='space', eval_bleu_detok_args=None, eval_bleu_print_samples=False, eval_bleu_remove_bpe=None, eval_tokenized_bleu=False, fast_stat_sync=False, find_unused_parameters=False, fix_batches_to_gpus=False, fixed_validation_seed=None, force_anneal=None, fp16=False, fp16_init_scale=128, fp16_no_flatten_grads=False, fp16_scale_tolerance=0.0, fp16_scale_window=None, gen_subset='test', iter_decode_eos_penalty=0.0, iter_decode_force_max_iter=False, iter_decode_max_iter=10, iter_decode_with_beam=1, iter_decode_with_external_reranker=False, langs='ar_AR,cs_CZ,de_DE,en_XX,es_XX,et_EE,fi_FI,fr_XX,gu_IN,hi_IN,it_IT,ja_XX,kk_KZ,ko_KR,lt_LT,lv_LV,my_MM,ne_NP,nl_XX,ro_RO,ru_RU,si_LK,tr_TR,vi_VN,zh_CN', left_pad_source='True', left_pad_target='False', lenpen=1, lm_path=None, lm_weight=0.0, load_alignments=False, localsgd_frequency=3, log_format=None, log_interval=100, lr_scheduler='fixed', lr_shrink=0.1, match_source_len=False, max_len_a=0, max_len_b=200, max_source_positions=1024, max_target_positions=1024, max_tokens=None, max_tokens_valid=None, memory_efficient_bf16=False, memory_efficient_fp16=False, min_len=1, min_loss_scale=0.0001, model_overrides='{}', model_parallel_size=1, nbest=1, no_beamable_mm=False, no_early_stop=False, no_progress_bar=False, no_repeat_ngram_size=0, no_seed_provided=False, nprocs_per_node=1, num_batch_buckets=0, num_shards=1, num_workers=1, optimizer=None, path='/mnt/Machine-Translation/no_transfer/checkpoint_best.pt', pipeline_balance=None, pipeline_checkpoint='never', pipeline_chunks=0, pipeline_decoder_balance=None, pipeline_decoder_devices=None, pipeline_devices=None, pipeline_encoder_balance=None, pipeline_encoder_devices=None, pipeline_model_parallel=False, prefix_size=0, prepend_bos=False, print_alignment=False, print_step=False, profile=False, quantization_config_path=None, quiet=False, remove_bpe='sentencepiece', replace_unk=None, required_batch_size_multiple=8, required_seq_len_multiple=1, results_path=None, retain_dropout=False, retain_dropout_modules=None, retain_iter_history=False, sacrebleu=False, sampling=False, sampling_topk=-1, sampling_topp=-1.0, score_reference=False, scoring='bleu', seed=1, sentencepiece_model='/mnt/mbart.cc25.v2/sentence.bpe.model', shard_id=0, skip_invalid_size_inputs_valid_test=False, slowmo_algorithm='LocalSGD', slowmo_momentum=None, source_lang='gu_IN', target_lang='en_XX', task='translation_from_pretrained_bart', temperature=1.0, tensorboard_logdir=None, threshold_loss_scale=None, tokenizer=None, tpu=False, train_subset='train', truncate_source=False, unkpen=0, unnormalized=False, upsample_primary=1, user_dir=None, valid_subset='valid', validate_after_updates=0, validate_interval=1, validate_interval_updates=0, warmup_updates=0, zero_sharding='none')
2021-10-24 17:09:55 | INFO | fairseq.tasks.translation | [gu_IN] dictionary: 250001 types
2021-10-24 17:09:55 | INFO | fairseq.tasks.translation | [en_XX] dictionary: 250001 types
2021-10-24 17:09:55 | INFO | fairseq.data.data_utils | loaded 930 examples from: /mnt/Machine-Translation/processed/gu/gu-en/test.gu_IN-en_XX.gu_IN
2021-10-24 17:09:55 | INFO | fairseq.data.data_utils | loaded 930 examples from: /mnt/Machine-Translation/processed/gu/gu-en/test.gu_IN-en_XX.en_XX
2021-10-24 17:09:55 | INFO | fairseq.tasks.translation | /mnt/Machine-Translation/processed/gu/gu-en test gu_IN-en_XX 930 examples
2021-10-24 17:09:55 | INFO | fairseq_cli.generate | loading model(s) from /mnt/Machine-Translation/no_transfer/checkpoint_best.pt
S-315	đôngminh[gu_IN]
S-269	એડનનીખાડી[gu_IN]
T-269	gulfofaden
H-269	-1.4257867336273193	
D-269	-1.4257867336273193	
P-269	-0.0072 -2.8444
S-381	ધૂમ્રપાન[gu_IN]
T-381	tobaccosmoking
H-381	-0.5508230924606323	
D-381	-0.5508230924606323	
P-381	-0.0066 -1.0951
S-542	ભારતનાકિલ્લાઓ[gu_IN]
T-542	fortsinindia
H-542	-0.5187215805053711	કિલ્લાઓ
D-542	-0.5187215805053711	કિલ્લાઓ
P-542	-0.0072 -2.2071 -0.0888 -0.1041 -0.0462 -0.6590
S-829	પૌંઆ[gu_IN]
T-829	flattenedrice
H-829	-0.5255445241928101	
D-829	-0.5255445241928101	
P-829	-0.0075 -1.0436
S-908	દિવ્યભાસ્કર[gu_IN]
T-908	divyabhaskar
H-908	-0.9386247396469116	ભાસ્કર[gu_IN]
D-908	-0.9386247396469116	ભાસ્કર[gu_IN]
P-908	-0.0081 -4.0764 -0.1998 -0.2200 -0.2106 -6.7082 -0.0117 -0.0101 -0.0118 -0.0140 -0.0160 -0.0183 -0.0211 -0.0271 -0.0625 -3.4024
S-855	કેશુભાઈપટેલ[gu_IN]
T-855	keshubhaipatel
H-855	-1.9347248077392578	
D-855	-1.9347248077392578	
P-855	-0.0075 -3.8619
S-414	ભારતીયધ્વજો[gu_IN]
T-414	listofindianflags
H-414	-0.6107085943222046	ધ્વજો[gu_IN]
D-414	-0.6107085943222046	ધ્વજો[gu_IN]
P-414	-0.0074 -2.5313 -0.2976 -0.3851 -0.0971 -5.5593 -0.0122 -0.0095 -0.0106 -0.0119 -0.0130 -0.0143 -0.0157 -0.0172 -0.0188 -0.0210 -0.0240 -0.0314 -0.0599 -0.2764 -3.4111
S-57	શિવલાલયાદવ[gu_IN]
T-57	shivlalyadav
H-57	-2.123636484146118	
D-57	-2.123636484146118	
P-57	-0.0080 -4.2393
S-801	અખરોટ[gu_IN]
T-801	juglansregia
H-801	-0.6750096678733826	
D-801	-0.6750096678733826	
P-801	-0.0074 -1.3426
S-346	રંગઅવધૂત[gu_IN]
T-346	rangavadhoot
H-346	-0.7322266101837158	અવધૂત
D-346	-0.7322266101837158	અવધૂત
P-346	-0.0071 -3.2035 -0.2895 -0.1828 -0.1335 -0.5770
S-146	રાજેન્દ્રચોલ[gu_IN]
T-146	rajendracholai
H-146	-1.1382355690002441	
D-146	-1.1382355690002441	
P-146	-0.0083 -2.2682
S-98	વૈદિકસાહિત્ય[gu_IN]
T-98	vedichymns
H-98	-1.4217222929000854	gujarati સાહિત્ય
D-98	-1.4217222929000854	gujaratiસાહિત્ય
P-98	-0.0073 -5.6733 -0.3981 -0.8287 -2.6270 -0.1139 -0.3038
S-337	અમદાવાદનીગુફા[gu_IN]
T-337	amdavadnigufa
H-337	-1.8332469463348389	
D-337	-1.8332469463348389	
P-337	-0.0070 -3.6595
S-532	ચીપકોઆંદોલન[gu_IN]
T-532	chipkomovement
H-532	-2.169938564300537	
D-532	-2.169938564300537	
P-532	-0.0063 -4.3335
S-362	વરુણાનદી[gu_IN]
T-362	varunariver
H-362	-0.9496344327926636	રુણા નદી
D-362	-0.9496344327926636	રુણાનદી
P-362	-0.0071 -2.9311 -2.2504 -0.6649 -0.4536 -0.0895 -0.2509
S-351	ક્રમચય[gu_IN]
T-351	permutation
H-351	-1.5546486377716064	ક્રમચય
D-351	-1.5546486377716064	ક્રમચય
P-351	-0.0077 -7.2733 -0.5662 -0.1834 -0.1145 -1.1828
S-803	કલ્પના૧[gu_IN]
T-803	kalpana1
H-803	-1.5680330991744995	
D-803	-1.5680330991744995	
P-803	-0.0073 -3.1288
S-610	નિરમાયુનિવર્સિટી[gu_IN]
T-610	nirmauniversity
H-610	-1.0068773031234741	
D-610	-1.0068773031234741	
P-610	-0.0068 -2.0070
S-208	સિંધીભાષા[gu_IN]
T-208	sindhilanguage
H-208	-1.6329199075698853	gujarati language
D-208	-1.6329199075698853	gujaratilanguage
P-208	-0.0065 -5.4026 -0.7160 -1.2836 -1.3234 -2.4174 -0.2809
S-230	અંકપદ્ધતિ[gu_IN]
T-230	numeralsystems
H-230	-0.47668856382369995	પદ્ધતિ
D-230	-0.47668856382369995	પદ્ધતિ
P-230	-0.0073 -2.2083 -0.0493 -0.0574 -0.0644 -0.4735
S-145	જૈનધર્મ[gu_IN]
T-145	jainism
H-145	-1.0461963415145874	જૈન ધર્મ
D-145	-1.0461963415145874	જૈનધર્મ
P-145	-0.0072 -6.2652 -0.5530 -0.2196 -0.1756 -0.0252 -0.0776
S-881	ધંધુકા[gu_IN]
T-881	dhandhuka
H-881	-0.8942230939865112	
D-881	-0.8942230939865112	
P-881	-0.0075 -1.7810
S-520	રાનવઘણ[gu_IN]
T-520	navaghana
H-520	-0.7996601462364197	નવઘણ[gu_IN]
D-520	-0.7996601462364197	નવઘણ[gu_IN]
P-520	-0.0079 -3.9601 -1.1772 -0.2331 -0.1052 -7.0546 -0.0133 -0.0104 -0.0119 -0.0137 -0.0153 -0.0171 -0.0189 -0.0213 -0.0250 -0.0377 -0.1074 -1.5639
S-48	પ્રહલાદ[gu_IN]
T-48	prahlada
H-48	-0.5211904644966125	
D-48	-0.5211904644966125	
P-48	-0.0087 -1.0337
S-477	૧૯૩૯જન્મ[gu_IN]
T-477	1939births
H-477	-1.213678002357483	
D-477	-1.213678002357483	
P-477	-0.0067 -2.4207
S-234	ઉત્સવ[gu_IN]
T-234	utsava
H-234	-0.9667894244194031	
D-234	-0.9667894244194031	
P-234	-0.0077 -1.9259
S-822	કેન્દુઝર[gu_IN]
T-822	kendujhar
H-822	-0.5676524639129639	
D-822	-0.5676524639129639	
P-822	-0.0074 -1.1279
S-219	હજીરાબંદર[gu_IN]
T-219	haziraport
H-219	-1.133634328842163	
D-219	-1.133634328842163	
P-219	-0.0080 -2.2593
S-568	પ્રમબનન[gu_IN]
T-568	prambanan
H-568	-0.44156309962272644	
D-568	-0.44156309962272644	
P-568	-0.0075 -0.8756
S-741	મીરવાઇઝ[gu_IN]
T-741	mirwaiz
H-741	-0.22471553087234497	
D-741	-0.22471553087234497	
P-741	-0.0067 -0.4427
S-514	નેધરલેંડ[gu_IN]
T-514	netherlands
H-514	-0.3895209729671478	
D-514	-0.3895209729671478	
P-514	-0.0074 -0.7717
S-253	જમદગ્નિ[gu_IN]
T-253	jamadagni
H-253	-0.31159693002700806	
D-253	-0.31159693002700806	
P-253	-0.0071 -0.6161
S-695	અનૂપપુર[gu_IN]
T-695	anuppur
H-695	-1.0683202743530273	
D-695	-1.0683202743530273	
P-695	-0.0074 -2.1292
S-190	પ્રાચીનભારત[gu_IN]
T-190	ancientindia
H-190	-0.9389995336532593	ચીન ભારત
D-190	-0.9389995336532593	ચીનભારત
P-190	-0.0078 -4.0899 -0.0212 -1.3307 -0.0238 -0.1606
S-793	બદ્રીનાથ[gu_IN]
T-793	badrinath
H-793	-0.525779664516449	
D-793	-0.525779664516449	
P-793	-0.0074 -1.0442
S-166	મેરીકોમ[gu_IN]
T-166	marykom
H-166	-1.1021779775619507	
D-166	-1.1021779775619507	
P-166	-0.0085 -2.1959
S-777	પ્રોમેથિયમ[gu_IN]
T-777	promethium
H-777	-0.21831969916820526	
D-777	-0.21831969916820526	
P-777	-0.0069 -0.4297
S-728	પશુપાલન[gu_IN]
T-728	animalhusbandry
H-728	-1.5927462577819824	
D-728	-1.5927462577819824	
P-728	-0.0075 -3.1780
S-215	કાનાવડાળા[gu_IN]
T-215	kanavadala
H-215	-1.5444623231887817	
D-215	-1.5444623231887817	
P-215	-0.0076 -3.0813
S-398	બિસ્મથ[gu_IN]
T-398	bismuth
H-398	-0.6999732255935669	
D-398	-0.6999732255935669	
P-398	-0.0072 -1.3927
S-490	કાળોકોશી[gu_IN]
T-490	blackdrongo
H-490	-1.6714293956756592	ળો કોશી
D-490	-1.6714293956756592	ળોકોશી
P-490	-0.0080 -7.0688 -2.0226 -0.2887 -0.0433 -0.5972
S-759	મોટીબાણુંગાર[gu_IN]
T-759	motibanugar
H-759	-0.9160970449447632	બાણુંગાર
D-759	-0.9160970449447632	બાણુંગાર
P-759	-0.0074 -2.2085 -0.8316 -1.7217 -0.0633 -0.6641
S-887	ગોરખનાથ[gu_IN]
T-887	gorakhnath
H-887	-0.2361268848180771	
D-887	-0.2361268848180771	
P-887	-0.0071 -0.4652
S-408	આનંદબક્ષી[gu_IN]
T-408	anandbakshi
H-408	-0.63200443983078	બક્ષી
D-408	-0.63200443983078	બક્ષી
P-408	-0.0081 -2.6054 -0.1334 -0.3421 -0.1272 -0.5758
S-493	બિમલપટેલ[gu_IN]
T-493	bimalpatel
H-493	-1.2440075874328613	મલ પટેલ
D-493	-1.2440075874328613	મલપટેલ
P-493	-0.0073 -6.2816 -0.2073 -0.6934 -0.0378 -0.2366
S-524	કાંદિવલી[gu_IN]
T-524	kandivali
H-524	-0.34764426946640015	
D-524	-0.34764426946640015	
P-524	-0.0070 -0.6883
S-147	રાજતરંગિણી[gu_IN]
T-147	rajatarangini
H-147	-0.5019579529762268	
D-147	-0.5019579529762268	
P-147	-0.0074 -0.9965
S-419	રસાયણશાસ્ત્ર[gu_IN]
T-419	chemistry
H-419	-1.3182790279388428	ાયણ શાસ્ત્ર
D-419	-1.3182790279388428	ાયણશાસ્ત્ર
P-419	-0.0087 -7.8972 -0.3233 -0.3530 -0.3360 -0.0119 -0.2978
S-29	મધુપ્રમેહ[gu_IN]
T-29	diabetesmellitus
H-29	-1.0098658800125122	
D-29	-1.0098658800125122	
P-29	-0.0078 -2.0119
S-80	વિજયમર્ચંટ[gu_IN]
T-80	vijaymerchant
H-80	-0.8000240921974182	મર્ચંટ
D-80	-0.8000240921974182	મર્ચંટ
P-80	-0.0077 -3.4858 -0.3405 -0.3700 -0.8752 -0.0589 -0.4622
S-197	મારિગાંવ[gu_IN]
T-197	morigaon
H-197	-0.721174418926239	
D-197	-0.721174418926239	
P-197	-0.0071 -1.4352
S-403	ભારતીયવાયુસેના[gu_IN]
T-403	indianairforce
H-403	-0.5097822546958923	વાયુસેના
D-403	-0.5097822546958923	વાયુસેના
P-403	-0.0073 -2.4514 -0.0618 -0.2427 -0.0146 -0.1053 -0.6855
S-12	ચાટમસાલો[gu_IN]
T-12	chaatmasala
H-12	-1.293928861618042	ટ મસાલો
D-12	-1.293928861618042	ટમસાલો
P-12	-0.0079 -6.5417 -1.0261 -0.3028 -0.5392 -0.0699 -0.5700
S-472	કુંભલગઢ[gu_IN]
T-472	kumbhalgarh
H-472	-1.8513209819793701	ભાવનગર ભાવનગર જિલ્લા
D-472	-1.8513209819793701	ભાવનગરભાવનગરજિલ્લા
P-472	-0.0072 -6.3874 -0.1197 -2.1837 -2.4144 -0.0344 -4.7216 -0.6828 -0.1107
S-373	લાંધણજ[gu_IN]
T-373	langhnaj
H-373	-0.6033015251159668	
D-373	-0.6033015251159668	
P-373	-0.0078 -1.1988
S-880	૧૯૪૧માંજન્મ[gu_IN]
T-880	1941births
H-880	-1.528422236442566	
D-880	-1.528422236442566	
P-880	-0.0069 -3.0499
S-554	એટિયોલેશન[gu_IN]
T-554	etiolation
H-554	-0.5160008668899536	
D-554	-0.5160008668899536	
P-554	-0.0078 -1.0242
S-910	તાજિકિસ્તાન[gu_IN]
T-910	tajikistan
H-910	-0.5011258721351624	
D-910	-0.5011258721351624	
P-910	-0.0074 -0.9948
S-115	૨૦૧૮એશિયાકપ[gu_IN]
T-115	2018asiacup
H-115	-2.0494518280029297	FIFA World Cup 2018
D-115	-2.0494518280029297	FIFAWorldCup2018
P-115	-0.0076 -6.3600 -3.2858 -0.1366 -1.9002 -2.0243 -0.6317
S-790	કઝાકિસ્તાન[gu_IN]
T-790	kazakhstan
H-790	-0.5993240475654602	
D-790	-0.5993240475654602	
P-790	-0.0076 -1.1911
S-754	મીઠાવીરાણા[gu_IN]
T-754	mithavirana
H-754	-1.0276601314544678	ઠાવી રાણા
D-754	-1.0276601314544678	ઠાવીરાણા
P-754	-0.0082 -5.2304 -0.2733 -0.9990 -0.0885 -0.0364 -0.5578
S-386	હોચીમિન્હ[gu_IN]
T-386	hochiminh
H-386	-1.4819468259811401	ચી મિહ
D-386	-1.4819468259811401	ચીમિહ
P-386	-0.0073 -2.8569 -1.3582 -4.2539 -0.0795 -0.3358
S-682	ઘાઘરાનદી[gu_IN]
T-682	ghaghara
H-682	-1.2841554880142212	ઘાઘરા નદી
D-682	-1.2841554880142212	ઘાઘરાનદી
P-682	-0.0071 -3.6760 -5.0329 -0.6434 -0.4459 -0.3159 -0.0372 -0.1148
S-138	સુરતનોકિલ્લો[gu_IN]
T-138	suratcastle
H-138	-1.1760499477386475	નદીનો કિલ્લો નદીનો કિલ્લો
D-138	-1.1760499477386475	નદીનોકિલ્લોનદીનોકિલ્લો
P-138	-0.0080 -7.6384 -1.9399 -0.5851 -0.0096 -0.0165 -0.0085 -4.7646 -0.5362 -0.8670 -0.0094 -0.0400 -0.0069 -0.0347
S-300	અહમદનગર[gu_IN]
T-300	ahmednagar
H-300	-1.2783244848251343	
D-300	-1.2783244848251343	
P-300	-0.0076 -2.5490
S-788	૧૯૭૩માંજન્મ[gu_IN]
T-788	1973births
H-788	-1.1937928199768066	
D-788	-1.1937928199768066	
P-788	-0.0067 -2.3808
S-444	સુભાષકાક[gu_IN]
T-444	subhashkak
H-444	-0.9988300204277039	ભાષ કાક
D-444	-0.9988300204277039	ભાષકાક
P-444	-0.0076 -4.4308 -0.0015 -1.7507 -0.4242 -0.0657 -0.3112
S-113	શીપ્રાગા[gu_IN]
T-113	šiprage
H-113	-0.7668778300285339	
D-113	-0.7668778300285339	
P-113	-0.0076 -1.5261
S-620	જુલાઇ૧૪[gu_IN]
T-620	july14
H-620	-0.9378291368484497	ુલાઇ ૧૪
D-620	-0.9378291368484497	ુલાઇ૧૪
P-620	-0.0086 -4.0237 -0.1428 -0.6310 -1.3622 -0.0360 -0.3606
S-109	ઋષિકેશ[gu_IN]
T-109	rishikesh
H-109	-1.1078009605407715	
D-109	-1.1078009605407715	
P-109	-0.0079 -2.2077
S-212	બલધોઇ[gu_IN]
T-212	baldhoi
H-212	-0.47920897603034973	
D-212	-0.47920897603034973	
P-212	-0.0074 -0.9510
S-870	જાફરાબાદ[gu_IN]
T-870	jafrabad
H-870	-1.0323656797409058	
D-870	-1.0323656797409058	
P-870	-0.0079 -2.0568
S-231	મિકીમાઉસ[gu_IN]
T-231	mickeymouse
H-231	-0.860013484954834	
D-231	-0.860013484954834	
P-231	-0.0070 -1.7131
S-405	જ્વારાસુર[gu_IN]
T-405	jvarasura
H-405	-0.5344765186309814	
D-405	-0.5344765186309814	
P-405	-0.0072 -1.0618
S-783	ગંડકીપ્રાંત[gu_IN]
T-783	gandakizone
H-783	-1.6071479320526123	
D-783	-1.6071479320526123	
P-783	-0.0080 -3.2063
S-732	કુંથુનાથ[gu_IN]
T-732	kunthunatha
H-732	-0.7431682348251343	
D-732	-0.7431682348251343	
P-732	-0.0070 -1.4793
S-332	જુલાઇ૩૦[gu_IN]
T-332	july30
H-332	-0.8055993318557739	ુલાઇ ૩૦
D-332	-0.8055993318557739	ુલાઇ૩૦
P-332	-0.0084 -3.4199 -0.1408 -0.9096 -0.8344 -0.0366 -0.2895
S-89	ચેગૂવેરા[gu_IN]
T-89	cheguevara
H-89	-0.7219700813293457	ગૂવેરા
D-89	-0.7219700813293457	ગૂવેરા
P-89	-0.0084 -3.1765 -0.1790 -0.7698 -0.1354 -0.1053 -0.6795
S-649	પ્રદૂષણ[gu_IN]
T-649	pollution
H-649	-0.673302948474884	
D-649	-0.673302948474884	
P-649	-0.0083 -1.3383
S-17	સિટીગ્રાઉન્ડ[gu_IN]
T-17	cityground
H-17	-1.3363170623779297	
D-17	-1.3363170623779297	
P-17	-0.0071 -2.6655
S-802	પપૈયાં[gu_IN]
T-802	papaya
H-802	-1.0304073095321655	
D-802	-1.0304073095321655	
P-802	-0.0077 -2.0531
S-544	આલ્બેનિયા[gu_IN]
T-544	albania
H-544	-0.9460787773132324	
D-544	-0.9460787773132324	
P-544	-0.0079 -1.8842
S-298	ધિરાણનુંજોખમ[gu_IN]
T-298	creditrisk
H-298	-1.1356580257415771	
D-298	-1.1356580257415771	
P-298	-0.0070 -2.2643
S-736	લંડનઆઇ[gu_IN]
T-736	londoneye
H-736	-0.2738857567310333	
D-736	-0.2738857567310333	
P-736	-0.0074 -0.5404
S-647	ગયાજિલ્લો[gu_IN]
T-647	gayadistrict
H-647	-0.4069543778896332	જિલ્લો
D-647	-0.4069543778896332	જિલ્લો
P-647	-0.0078 -1.0097 -1.3025 -0.0124 -0.0463 -0.0546 -0.4154
S-507	કંડલાબંદર[gu_IN]
T-507	kandla
H-507	-1.280210256576538	
D-507	-1.280210256576538	
P-507	-0.0080 -2.5525
S-402	ઔરૈયા[gu_IN]
T-402	auraiya
H-402	-0.9513775110244751	
D-402	-0.9513775110244751	
P-402	-0.0076 -1.8951
S-636	ડૂબનીયમ[gu_IN]
T-636	dubnium
H-636	-0.6157858967781067	
D-636	-0.6157858967781067	
P-636	-0.0083 -1.2233
S-818	એન્ટાર્કટીકા[gu_IN]
T-818	antarctic
H-818	-0.5025692582130432	
D-818	-0.5025692582130432	
P-818	-0.0071 -0.9981
S-168	કબીરબીજક[gu_IN]
T-168	bijak
H-168	-1.4562773704528809	
D-168	-1.4562773704528809	
P-168	-0.0074 -2.9052
S-164	રોહુમાછલી[gu_IN]
T-164	rohu
H-164	-1.5556457042694092	
D-164	-1.5556457042694092	
P-164	-0.0080 -3.1033
S-781	ટોયસ્ટોરી[gu_IN]
T-781	toystory
H-781	-1.912872552871704	ટય સ્ટોરી
D-781	-1.912872552871704	ટયસ્ટોરી
P-781	-0.0078 -7.0641 -3.6564 -2.2120 -0.2282 -0.0815 -0.1402
S-794	ઈંડિયાગેટ[gu_IN]
T-794	indiagate
H-794	-1.080721378326416	
D-794	-1.080721378326416	
P-794	-0.0085 -2.1529
S-289	જુલાઇ૧૫[gu_IN]
T-289	july15
H-289	-0.7616766095161438	ુલાઇ ૧૫
D-289	-0.7616766095161438	ુલાઇ૧૫
P-289	-0.0087 -3.5020 -0.1859 -0.7898 -0.5179 -0.0308 -0.2965
S-491	એરઇન્ડિયાએક્સપ્રેસ[gu_IN]
T-491	airindiaexpress
H-491	-0.5093323588371277	ઇન્ડિયા એક્સપ્રેસ
D-491	-0.5093323588371277	ઇન્ડિયાએક્સપ્રેસ
P-491	-0.0079 -1.7748 -0.4478 -0.1999 -0.0174 -0.0563 -1.0612
S-629	બામણબોર[gu_IN]
T-629	bamanbore
H-629	-0.2929776906967163	
D-629	-0.2929776906967163	
P-629	-0.0075 -0.5785
S-177	બરબોધન[gu_IN]
T-177	barbodhan
H-177	-0.9085381627082825	
D-177	-0.9085381627082825	
P-177	-0.0078 -1.8093
S-602	કોકરાઝાર[gu_IN]
T-602	kokrajhar
H-602	-0.7743451595306396	
D-602	-0.7743451595306396	
P-602	-0.0073 -1.5414
S-258	અંકાઈકિલ્લો[gu_IN]
T-258	ankaifort
H-258	-1.7834664583206177	
D-258	-1.7834664583206177	
P-258	-0.0075 -3.5594
S-291	મંડાજમ્મુ[gu_IN]
T-291	mandajammu
H-291	-1.2399108409881592	
D-291	-1.2399108409881592	
P-291	-0.0070 -2.4728
S-345	પરવીનબાબી[gu_IN]
T-345	parveenbabi
H-345	-1.0256129503250122	વીન બાબી
D-345	-1.0256129503250122	વીનબાબી
P-345	-0.0075 -5.5148 -0.3650 -0.7154 -0.2636 -0.0561 -0.2567
S-148	જયહિન્દ[gu_IN]
T-148	jaihind
H-148	-0.4230225384235382	હિન્દ
D-148	-0.4230225384235382	હિન્દ
P-148	-0.0083 -1.7778 -0.6199 -0.1090 -0.0624 -0.1139 -0.2699
S-735	૧૯૮૧માંમૃત્યુ[gu_IN]
T-735	1981deaths
H-735	-1.4513003826141357	
D-735	-1.4513003826141357	
P-735	-0.0069 -2.8957
S-411	વેબેકમશિન[gu_IN]
T-411	waybackmachine
H-411	-0.91092449426651	
D-411	-0.91092449426651	
P-411	-0.0072 -1.8146
S-251	ઑડિશા[gu_IN]
T-251	odisha
H-251	-0.6989617347717285	
D-251	-0.6989617347717285	
P-251	-0.0080 -1.3899
S-805	ગુજરાતનાડેમ[gu_IN]
T-805	damsingujarat
H-805	-1.1429370641708374	ના ડેમ
D-805	-1.1429370641708374	નાડેમ
P-805	-0.0072 -4.7484 -0.9856 -0.1335 -0.3237 -0.6593
S-416	પાલમપુર[gu_IN]
T-416	palampurhimachalpradesh
H-416	-1.0715430974960327	
D-416	-1.0715430974960327	
P-416	-0.0071 -2.1360
S-178	ચક્રવાક[gu_IN]
T-178	bushstonecurlew
H-178	-1.010659098625183	
D-178	-1.010659098625183	
P-178	-0.0074 -2.0139
S-162	એચએમપટેલ[gu_IN]
T-162	hirubhaimpatel
H-162	-1.5725812911987305	
D-162	-1.5725812911987305	
P-162	-0.0070 -3.1382
S-540	ગગનમાંથાળ[gu_IN]
T-540	gaganmeinthaal
H-540	-1.168615698814392	ગનમાં થાળ
D-540	-1.168615698814392	ગનમાંથાળ
P-540	-0.0075 -5.4412 -0.6298 -1.6600 -0.0317 -0.0270 -0.3831
S-55	સ્વામિનારાયણ[gu_IN]
T-55	swaminarayan
H-55	-0.9940910935401917	
D-55	-0.9940910935401917	
P-55	-0.0078 -1.9804
S-137	શૈલપુત્રી[gu_IN]
T-137	shailaputri
H-137	-0.47533664107322693	
D-137	-0.47533664107322693	
P-137	-0.0072 -0.9434
S-10	ન્યુયોર્ક[gu_IN]
T-10	newyorkcity
H-10	-0.5315021872520447	ન્યુ યોર્ક
D-10	-0.5315021872520447	ન્યુયોર્ક
P-10	-0.0077 -1.7290 -1.9284 -0.4378 -0.0206 -0.0075 -0.0235 -0.0975
S-752	શંકરલાલબેંકર[gu_IN]
T-752	shankarlalbanker
H-752	-1.3522175550460815	શંકરલાલ બેંકર
D-752	-1.3522175550460815	શંકરલાલબેંકર
P-752	-0.0081 -2.7153 -2.8911 -1.6411 -1.2870 -1.8817 -0.0281 -0.3654
S-775	રાજેશવ્યાસ[gu_IN]
T-775	rajeshvyas
H-775	-0.664890468120575	ેશ વ્યાસ[gu_IN]
D-775	-0.664890468120575	ેશવ્યાસ[gu_IN]
P-775	-0.0085 -5.9103 -0.3268 -0.6489 -0.0171 -0.0719 -7.6410 -0.0133 -0.0091 -0.0099 -0.0109 -0.0117 -0.0125 -0.0135 -0.0145 -0.0157 -0.0169 -0.0182 -0.0195 -0.0212 -0.0231 -0.0262 -0.0326 -0.0553 -0.2063 -2.1323
S-321	ધ્રુવભટ્ટ[gu_IN]
T-321	dhruvbhatt
H-321	-2.058297634124756	
D-321	-2.058297634124756	
P-321	-0.0079 -4.1087
S-820	ડેનિસલીલી[gu_IN]
T-820	dennislillee
H-820	-1.1133551597595215	
D-820	-1.1133551597595215	
P-820	-0.0076 -2.2191
S-580	આફ્રિકાનાદેશો[gu_IN]
T-580	countriesinafrica
H-580	-1.3428030014038086	દક્ષિણ આફ્રિકા
D-580	-1.3428030014038086	દક્ષિણઆફ્રિકા
P-580	-0.0069 -7.0687 -0.5676 -0.0061 -0.1580 -1.4408 -0.1516
S-905	ડેડમાઉસ[gu_IN]
T-905	deadmau5
H-905	-0.41794058680534363	
D-905	-0.41794058680534363	
P-905	-0.0071 -0.8288
S-634	કમલેશકુમારી[gu_IN]
T-634	kamleshkumari
H-634	-1.0198882818222046	લેશ કુમારી
